Player, Salary in $ ,Year,Team
Clarence Weatherspoon,"$5,445,600.00 ",2003,HOU
Clarence Weatherspoon,"$5,899,400.00 ",2004,HOU
Clarence Weatherspoon,"$6,353,200.00 ",2005,HOU
Cleanthony Early,"$507,336.00 ",2014,NYK
Cleanthony Early,"$845,059.00 ",2015,NYK
Cliff Alexander,"$525,093.00 ",2015,POR
Cliff Alexander,"$51,449.00 ",2016,NJN
Cliff Levingston,"$750,000.00 ",1990,CHI
Cliff Levingston,"$1,350,000.00 ",1991,CHI
Cliff Levingston,"$650,000.00 ",1994,DEN
Cliff Robinson,"$140,000.00 ",1992,LAL
Clifford Robinson,"$250,000.00 ",1990,POR
Clifford Robinson,"$474,000.00 ",1991,POR
Clifford Robinson,"$1,665,000.00 ",1992,POR
Clifford Robinson,"$2,336,000.00 ",1993,POR
Clifford Robinson,"$2,732,000.00 ",1994,POR
Clifford Robinson,"$3,018,000.00 ",1995,POR
Clifford Robinson,"$2,924,000.00 ",1996,POR
Clifford Robinson,"$1,000,000.00 ",1997,PHO
Clifford Robinson,"$3,500,000.00 ",1998,PHO
Clifford Robinson,"$6,890,000.00 ",2000,PHO
Clifford Robinson,"$7,656,250.00 ",2001,DET
Clifford Robinson,"$8,421,875.00 ",2002,DET
Clifford Robinson,"$4,700,000.00 ",2003,GSW
Clifford Robinson,"$5,287,500.00 ",2004,GSW
Clifford Robinson,"$2,500,000.00 ",2005,NJN
Clifford Robinson,"$1,600,000.00 ",2006,NJN
Clifford Robinson,"$500,000.00 ",2007,NJN
Clifford Rozier,"$650,000.00 ",1994,GSW
Clifford Rozier,"$845,000.00 ",1995,GSW
Clifford Rozier,"$1,040,000.00 ",1996,ORL
Clifford Rozier,"$750,000.00 ",1997,ORL
Clifford Rozier,"$272,250.00 ",1997,MIN
Clint Capela,"$1,189,200.00 ",2014,HOU
Clint Capela,"$1,242,720.00 ",2015,HOU
Clint Capela,"$1,296,240.00 ",2016,HOU
Clint Capela,"$2,334,520.00 ",2017,HOU
Clint McDaniel,"$200,000.00 ",1995,SAC
Clyde Drexler,"$1,180,000.00 ",1990,POR
Clyde Drexler,"$1,378,000.00 ",1991,POR
Clyde Drexler,"$1,378,000.00 ",1992,POR
Clyde Drexler,"$1,578,000.00 ",1993,POR
Clyde Drexler,"$1,578,000.00 ",1994,POR
Clyde Drexler,"$9,810,000.00 ",1995,HOU
Clyde Drexler,"$5,500,000.00 ",1996,HOU
Coby Karl,"$427,163.00 ",2007,LAL
Coby Karl,"$311,896.00 ",2009,CLE
Coby Karl,"$43,319.00 ",2009,GSW
Cody Zeller,"$4,204,200.00 ",2015,CHA
Cody Zeller,"$5,318,313.00 ",2016,CHA
Cody Zeller,"$12,584,270.00 ",2017,CHA
Cole Aldrich,"$2,126,520.00 ",2010,OKC
Cole Aldrich,"$2,286,000.00 ",2011,OKC
Cole Aldrich,"$2,445,480.00 ",2012,SAC
Cole Aldrich,"$981,084.00 ",2014,NYK
Cole Aldrich,"$1,100,600.00 ",2015,LAC
Cole Aldrich,"$7,643,979.00 ",2016,MIN
Cole Aldrich,"$7,300,000.00 ",2017,MIN
Corey Beck,"$272,250.00 ",1997,CHA
Corey Beck,"$425,000.00 ",1998,CHA
Corey Benjamin,"$540,000.00 ",1998,CHI
Corey Benjamin,"$749,160.00 ",2000,CHI
Corey Brewer,"$2,535,720.00 ",2007,MIN
Corey Brewer,"$2,725,920.00 ",2008,MIN
Corey Brewer,"$2,916,120.00 ",2009,MIN
Corey Brewer,"$3,703,472.00 ",2010,NYK
Corey Brewer,"$3,059,000.00 ",2011,DEN
Corey Brewer,"$3,243,000.00 ",2012,DEN
Corey Brewer,"$4,500,000.00 ",2013,MIN
Corey Brewer,"$4,702,500.00 ",2014,HOU
Corey Brewer,"$8,200,000.00 ",2015,HOU
Corey Brewer,"$7,600,000.00 ",2016,LAL
Corey Brewer,"$7,579,366.00 ",2017,LAL
Corey Crowder,"$130,000.00 ",1991,UTA
Corey Crowder,"$250,000.00 ",1992,UTA
Corey Crowder,"$142,982.00 ",1994,SAS
Corey Gaines,"$13,000.00 ",1992,OKC
Corey Maggette,"$1,353,960.00 ",2000,LAC
Corey Maggette,"$1,448,400.00 ",2001,LAC
Corey Maggette,"$2,069,764.00 ",2002,LAC
Corey Maggette,"$7,000,000.00 ",2004,LAC
Corey Maggette,"$7,000,000.00 ",2005,LAC
Corey Maggette,"$7,000,000.00 ",2006,LAC
Corey Maggette,"$7,000,000.00 ",2007,LAC
Corey Maggette,"$8,937,931.00 ",2009,GSW
Corey Maggette,"$9,600,000.00 ",2010,MIL
Corey Walden,"$25,000.00 ",2015,BOS
Corey Williams,"$200,000.00 ",1992,CHI
Corie Blount,"$620,000.00 ",1993,CHI
Corie Blount,"$1,040,000.00 ",1995,LAL
Corie Blount,"$1,235,000.00 ",1996,LAL
Corie Blount,"$1,430,000.00 ",1997,LAL
Corie Blount,"$1,625,000.00 ",1998,LAL
Corie Blount,"$537,500.00 ",1998,CLE
Corie Blount,"$1,320,000.00 ",2000,PHO
Corie Blount,"$1,609,235.00 ",2001,PHI
Corie Blount,"$1,400,000.00 ",2002,CHI
Corie Blount,"$1,680,000.00 ",2003,CHI
Corliss Williamson,"$923,000.00 ",1995,SAC
Corliss Williamson,"$1,051,000.00 ",1996,SAC
Corliss Williamson,"$1,199,520.00 ",1997,SAC
Corliss Williamson,"$500,000.00 ",1998,SAC
Corliss Williamson,"$3,560,000.00 ",1999,SAC
Corliss Williamson,"$3,940,000.00 ",2000,TOR
Corliss Williamson,"$4,000,000.00 ",2001,DET
Corliss Williamson,"$4,500,000.00 ",2002,DET
Corliss Williamson,"$5,000,000.00 ",2003,DET
Corliss Williamson,"$5,500,000.00 ",2004,PHI
Corliss Williamson,"$6,000,000.00 ",2005,SAC
Corliss Williamson,"$6,500,000.00 ",2006,SAC
Corsley Edwards,"$319,498.00 ",2004,NOH
Cory Alexander,"$490,000.00 ",1995,SAS
Cory Alexander,"$521,000.00 ",1996,SAS
Cory Alexander,"$562,380.00 ",1997,SAS
Cory Alexander,"$1,980,000.00 ",1999,DEN
Cory Alexander,"$2,160,000.00 ",2000,DEN
Cory Alexander,"$1,995,741.00 ",2001,DEN
Cory Alexander,"$2,149,259.00 ",2002,DEN
Cory Alexander,"$2,302,778.00 ",2003,DEN
Cory Carr,"$287,500.00 ",1998,CHI
Cory Jefferson,"$507,336.00 ",2014,NJN
Cory Jefferson,"$421,449.00 ",2015,PHO
Cory Joseph,"$1,028,400.00 ",2011,SAS
Cory Joseph,"$1,105,560.00 ",2012,SAS
Cory Joseph,"$1,120,920.00 ",2013,SAS
Cory Joseph,"$2,023,261.00 ",2014,SAS
Cory Joseph,"$7,000,000.00 ",2015,TOR
Cory Joseph,"$7,330,000.00 ",2016,TOR
Cory Joseph,"$7,630,000.00 ",2017,IND
Coty Clarke,"$61,776.00 ",2015,BOS
Courtney Alexander,"$1,319,400.00 ",2000,DAL
Courtney Alexander,"$1,418,400.00 ",2001,WAS
Courtney Alexander,"$1,517,280.00 ",2002,NOH
Courtney Alexander,"$2,168,193.00 ",2003,NOH
Courtney Alexander,"$79,029.00 ",2004,SAC
Courtney Fortson,"$42,009.00 ",2011,LAC
Courtney Lee,"$1,176,240.00 ",2008,ORL
Courtney Lee,"$1,264,440.00 ",2009,NJN
Courtney Lee,"$1,409,040.00 ",2010,HOU
Courtney Lee,"$2,225,093.00 ",2011,HOU
Courtney Lee,"$5,225,000.00 ",2013,MEM
Courtney Lee,"$5,450,000.00 ",2014,MEM
Courtney Lee,"$5,675,000.00 ",2015,CHA
Courtney Lee,"$11,242,000.00 ",2016,NYK
Courtney Lee,"$11,747,890.00 ",2017,NYK
Courtney Sims,"$112,130.00 ",2007,IND
Courtney Sims,"$184,648.00 ",2008,PHO
Craig Brackins,"$1,306,920.00 ",2010,PHI
Craig Brackins,"$1,404,960.00 ",2011,PHI
Craig Ehlo,"$925,000.00 ",1990,CLE
Craig Ehlo,"$925,000.00 ",1991,CLE
Craig Ehlo,"$1,075,000.00 ",1992,CLE
Craig Ehlo,"$1,200,000.00 ",1993,ATL
Craig Ehlo,"$2,650,000.00 ",1994,ATL
Craig Ehlo,"$1,855,000.00 ",1995,ATL
Craig Ehlo,"$360,000.00 ",1996,OKC
Craig Ehlo,"$432,081.00 ",1997,OKC
Craig Ehlo,"$504,082.00 ",1998,OKC
Craig Hodges,"$600,000.00 ",1990,CHI
Craig Hodges,"$700,000.00 ",1991,CHI
Craig Hodges,"$400,000.00 ",1992,CHI
Craig Smith,"$412,718.00 ",2006,MIN
Craig Smith,"$687,456.00 ",2007,MIN
Craig Smith,"$2,500,000.00 ",2008,MIN
Craig Smith,"$2,500,000.00 ",2009,LAC
Craig Smith,"$2,300,000.00 ",2010,LAC
Craig Smith,"$992,680.00 ",2011,POR
Cristiano Felicio,"$525,090.00 ",2015,CHI
Cristiano Felicio,"$874,636.00 ",2016,CHI
Cristiano Felicio,"$7,843,500.00 ",2017,CHI
Curtis Borchardt,"$1,113,720.00 ",2002,UTA
Curtis Borchardt,"$1,187,240.00 ",2003,UTA
Curtis Borchardt,"$1,280,880.00 ",2004,UTA
Curtis Borchardt,"$1,969,993.00 ",2005,BOS
Cuttino Mobley,"$287,500.00 ",1998,HOU
Cuttino Mobley,"$385,000.00 ",1999,HOU
Cuttino Mobley,"$3,920,000.00 ",2000,HOU
Cuttino Mobley,"$4,413,375.00 ",2001,HOU
Cuttino Mobley,"$5,394,125.00 ",2003,HOU
Cuttino Mobley,"$5,884,500.00 ",2004,ORL
Cuttino Mobley,"$7,200,000.00 ",2005,LAC
Cuttino Mobley,"$8,125,000.00 ",2006,LAC
Cuttino Mobley,"$8,350,000.00 ",2007,LAC
Cuttino Mobley,"$9,100,000.00 ",2008,NYK
Cuttino Mobley,"$9,500,000.00 ",2009,NYK
D.J. Augustin,"$3,500,000.00 ",2012,IND
D.J. Augustin,"$1,267,000.00 ",2013,TOR
D.J. Augustin,"$3,000,000.00 ",2014,OKC
D.J. Augustin,"$3,000,000.00 ",2015,DEN
D.J. Augustin,"$7,250,000.00 ",2016,ORL
D.J. Augustin,"$7,250,000.00 ",2017,ORL
D.J. Kennedy,"$50,000.00 ",2016,DEN
D.J. Stephens,"$35,000.00 ",2016,MEM
D.J. Strawberry,"$427,163.00 ",2007,PHO
D.J. White,"$964,080.00 ",2008,OKC
D.J. White,"$1,036,440.00 ",2009,OKC
D.J. Wilson,"$2,135,040.00 ",2017,MIL
D\'Angelo Russell,"$5,103,120.00 ",2015,LAL
D\'Angelo Russell,"$5,332,800.00 ",2016,LAL
D\'Angelo Russell,"$5,562,360.00 ",2017,NJN
Daequan Cook,"$1,184,400.00 ",2007,MIA
Daequan Cook,"$1,362,120.00 ",2009,MIA
Daequan Cook,"$2,169,857.00 ",2010,OKC
Daequan Cook,"$3,341,558.00 ",2011,OKC
Daequan Cook,"$589,769.00 ",2012,CHI
Dahntay Jones,"$1,063,680.00 ",2003,MEM
Dahntay Jones,"$1,143,360.00 ",2004,MEM
Dahntay Jones,"$1,223,160.00 ",2005,MEM
Dahntay Jones,"$1,886,113.00 ",2006,MEM
Dahntay Jones,"$926,678.00 ",2008,DEN
Dahntay Jones,"$2,500,000.00 ",2009,IND
Dahntay Jones,"$2,500,000.00 ",2010,IND
Dahntay Jones,"$2,700,000.00 ",2011,IND
Dahntay Jones,"$2,900,000.00 ",2012,ATL
Dahntay Jones,"$387,632.00 ",2014,LAC
Dahntay Jones,"$8,819.00 ",2015,CLE
Dahntay Jones,"$24,022.00 ",2016,CLE
DaJuan Summers,"$457,588.00 ",2009,DET
DaJuan Summers,"$303,137.00 ",2011,NOH
Dajuan Wagner,"$2,298,840.00 ",2002,CLE
Dajuan Wagner,"$2,471,280.00 ",2003,CLE
Dajuan Wagner,"$2,643,600.00 ",2004,CLE
Dajuan Wagner,"$771,331.00 ",2006,GSW
Dakari Johnson,"$815,615.00 ",2017,OKC
Dale Davis,"$430,000.00 ",1991,IND
Dale Davis,"$559,000.00 ",1992,IND
Dale Davis,"$688,000.00 ",1993,IND
Dale Davis,"$4,050,000.00 ",1995,IND
Dale Davis,"$6,508,000.00 ",1996,IND
Dale Davis,"$6,000,000.00 ",2000,POR
Dale Davis,"$7,010,000.00 ",2001,POR
Dale Davis,"$8,055,000.00 ",2002,POR
Dale Davis,"$9,061,875.00 ",2003,POR
Dale Davis,"$10,068,750.00 ",2004,GSW
Dale Davis,"$3,500,000.00 ",2005,DET
Dale Davis,"$3,500,000.00 ",2006,DET
Dale Ellis,"$1,250,000.00 ",1990,MIL
Dale Ellis,"$1,300,000.00 ",1991,MIL
Dale Ellis,"$1,000,000.00 ",1992,SAS
Dale Ellis,"$1,300,000.00 ",1993,SAS
Dale Ellis,"$1,007,500.00 ",1994,DEN
Dale Ellis,"$1,310,000.00 ",1995,DEN
Dale Ellis,"$1,600,000.00 ",1996,DEN
Dale Ellis,"$1,920,000.00 ",1997,OKC
Dale Ellis,"$1,750,000.00 ",1998,OKC
Dale Ellis,"$2,290,000.00 ",2000,MIA
Dalibor Bagaric,"$795,000.00 ",2000,CHI
Dalibor Bagaric,"$854,640.00 ",2001,CHI
Dalibor Bagaric,"$830,947.00 ",2002,CHI
Dalibor Bagaric,"$1,599,076.00 ",2003,CHI
Damian Jones,"$1,171,560.00 ",2016,GSW
Damian Jones,"$1,312,611.00 ",2017,GSW
Damian Lillard,"$3,065,040.00 ",2012,POR
Damian Lillard,"$3,202,920.00 ",2013,POR
Damian Lillard,"$3,340,920.00 ",2014,POR
Damian Lillard,"$4,236,287.00 ",2015,POR
Damian Lillard,"$24,328,425.00 ",2016,POR
Damian Lillard,"$26,153,057.00 ",2017,POR
Damien Inglis,"$820,000.00 ",2014,MIL
Damien Inglis,"$855,000.00 ",2015,MIL
Damien Wilkins,"$385,277.00 ",2004,OKC
Damien Wilkins,"$2,500,000.00 ",2005,OKC
Damien Wilkins,"$2,700,000.00 ",2006,OKC
Damien Wilkins,"$2,900,000.00 ",2007,OKC
Damien Wilkins,"$3,100,000.00 ",2008,OKC
Damien Wilkins,"$3,300,000.00 ",2009,MIN
Damien Wilkins,"$748,656.00 ",2010,ATL
Damien Wilkins,"$1,146,337.00 ",2011,DET
Damien Wilkins,"$1,223,166.00 ",2012,PHI
Damien Wilkins,"$2,116,955.00 ",2017,IND
Damion James,"$1,156,320.00 ",2010,NJN
Damion James,"$1,243,080.00 ",2011,NJN
Damion James,"$50,258.00 ",2012,NJN
Damion Lee,"$50,000.00 ",2016,BOS
Damir Markota,"$412,718.00 ",2006,MIL
Damjan Rudez,"$1,100,000.00 ",2014,IND
Damjan Rudez,"$1,149,500.00 ",2015,MIN
Damjan Rudez,"$980,431.00 ",2016,ORL
Damon Jones,"$287,500.00 ",1998,BOS
Damon Jones,"$106,441.00 ",1999,DAL
Damon Jones,"$70,206.00 ",1999,GSW
Damon Jones,"$710,000.00 ",2000,MEM
Damon Jones,"$565,850.00 ",2001,DET
Damon Jones,"$637,435.00 ",2002,SAC
Damon Jones,"$751,179.00 ",2003,MIL
Damon Jones,"$2,503,000.00 ",2004,MIA
Damon Jones,"$3,590,000.00 ",2005,CLE
Damon Jones,"$3,884,678.00 ",2006,CLE
Damon Jones,"$4,172,432.00 ",2007,CLE
Damon Jones,"$4,460,186.00 ",2008,MIL
Damon Stoudamire,"$1,345,000.00 ",1995,TOR
Damon Stoudamire,"$1,547,000.00 ",1996,TOR
Damon Stoudamire,"$1,748,760.00 ",1997,TOR
Damon Stoudamire,"$11,250,000.00 ",2000,POR
Damon Stoudamire,"$12,375,000.00 ",2001,POR
Damon Stoudamire,"$12,375,000.00 ",2002,POR
Damon Stoudamire,"$12,375,000.00 ",2003,POR
Damon Stoudamire,"$12,500,000.00 ",2004,POR
Damon Stoudamire,"$3,750,000.00 ",2005,MEM
Damon Stoudamire,"$4,050,000.00 ",2006,MEM
Damon Stoudamire,"$4,350,000.00 ",2007,MEM
Damon Stoudamire,"$556,438.00 ",2007,SAS
Damon Stoudamire,"$2,325,000.00 ",2008,MEM
Damone Brown,"$332,817.00 ",2001,PHI
Damone Brown,"$202,508.00 ",2003,NJN
Damyean Dotson,"$1,100,000.00 ",2017,NYK
Dan Dickau,"$776,880.00 ",2002,ATL
Dan Dickau,"$835,200.00 ",2003,ATL
Dan Dickau,"$893,400.00 ",2004,NOH
Dan Dickau,"$2,250,000.00 ",2005,BOS
Dan Dickau,"$2,753,218.00 ",2006,POR
Dan Dickau,"$2,990,028.00 ",2007,NYK
Dan Dickau,"$926,678.00 ",2007,LAC
Dan Gadzuric,"$349,458.00 ",2002,MIL
Dan Gadzuric,"$563,679.00 ",2003,MIL
Dan Gadzuric,"$695,046.00 ",2004,MIL
Dan Gadzuric,"$4,750,000.00 ",2005,MIL
Dan Gadzuric,"$5,252,065.00 ",2006,MIL
Dan Gadzuric,"$5,751,130.00 ",2007,MIL
Dan Gadzuric,"$6,250,195.00 ",2008,MIL
Dan Gadzuric,"$6,749,260.00 ",2009,MIL
Dan Gadzuric,"$7,248,325.00 ",2010,NJN
Dan Godfread,"$100,000.00 ",1991,MIN
Dan Langhi,"$316,969.00 ",2000,HOU
Dan Langhi,"$465,850.00 ",2001,HOU
Dan Langhi,"$587,435.00 ",2002,PHO
Dan Langhi,"$530,943.00 ",2003,MIL
Dan Langhi,"$72,843.00 ",2003,GSW
Dan Majerle,"$430,000.00 ",1990,PHO
Dan Majerle,"$535,000.00 ",1991,PHO
Dan Majerle,"$735,000.00 ",1992,PHO
Dan Majerle,"$2,975,000.00 ",1993,PHO
Dan Majerle,"$3,000,000.00 ",1994,PHO
Dan Majerle,"$3,100,000.00 ",1995,CLE
Dan Majerle,"$2,350,000.00 ",1996,MIA
Dan Majerle,"$3,290,000.00 ",1998,MIA
Dan Majerle,"$4,050,000.00 ",2000,MIA
Dan Majerle,"$1,000,000.00 ",2001,PHO
Dan O\'Sullivan,"$140,000.00 ",1992,NJN
Dana Barros,"$500,000.00 ",1990,OKC
Dana Barros,"$500,000.00 ",1991,OKC
Dana Barros,"$500,000.00 ",1992,OKC
Dana Barros,"$750,000.00 ",1993,PHI
Dana Barros,"$937,500.00 ",1994,PHI
Dana Barros,"$3,300,000.00 ",1995,BOS
Dana Barros,"$3,400,000.00 ",1996,BOS
Dana Barros,"$3,400,000.00 ",1997,BOS
Dana Barros,"$3,500,000.00 ",1998,BOS
Dana Barros,"$3,500,000.00 ",1999,BOS
Dana Barros,"$3,700,000.00 ",2000,DET
Dana Barros,"$1,600,000.00 ",2001,DET
Daniel Ewing,"$450,000.00 ",2005,LAC
Daniel Ewing,"$664,209.00 ",2006,LAC
Daniel Gibson,"$412,718.00 ",2006,CLE
Daniel Gibson,"$687,456.00 ",2007,CLE
Daniel Gibson,"$3,700,000.00 ",2008,CLE
Daniel Gibson,"$4,088,500.00 ",2009,CLE
Daniel Gibson,"$4,015,334.00 ",2010,CLE
Daniel Gibson,"$4,403,834.00 ",2011,CLE
Daniel Gibson,"$4,792,332.00 ",2012,CLE
Daniel Ochefu,"$543,471.00 ",2016,WAS
Daniel Ochefu,"$50,000.00 ",2017,WAS
Daniel Orton,"$1,028,400.00 ",2010,ORL
Daniel Orton,"$1,105,560.00 ",2011,ORL
Daniel Orton,"$757,712.00 ",2012,OKC
Daniel Santiago,"$316,969.00 ",2000,PHO
Daniel Santiago,"$465,850.00 ",2001,PHO
Daniel Santiago,"$1,200,000.00 ",2003,MIL
Daniel Santiago,"$1,320,000.00 ",2004,MIL
Daniel Theis,"$815,615.00 ",2017,BOS
Danilo Gallinari,"$2,873,520.00 ",2008,NYK
Danilo Gallinari,"$3,089,040.00 ",2009,NYK
Danilo Gallinari,"$3,304,560.00 ",2010,DEN
Danilo Gallinari,"$4,190,182.00 ",2011,DEN
Danilo Gallinari,"$9,439,000.00 ",2012,DEN
Danilo Gallinari,"$10,146,925.00 ",2013,DEN
Danilo Gallinari,"$10,854,850.00 ",2014,DEN
Danilo Gallinari,"$14,000,000.00 ",2015,DEN
Danilo Gallinari,"$15,050,000.00 ",2016,DEN
Danilo Gallinari,"$20,559,599.00 ",2017,LAC
Danny Ainge,"$725,000.00 ",1990,POR
Danny Ainge,"$725,000.00 ",1991,POR
Danny Ainge,"$1,330,000.00 ",1992,PHO
Danny Ainge,"$1,690,000.00 ",1993,PHO
Danny Ainge,"$2,080,000.00 ",1994,PHO
Danny Ferry,"$2,640,000.00 ",1990,CLE
Danny Ferry,"$2,843,000.00 ",1991,CLE
Danny Ferry,"$3,143,000.00 ",1992,CLE
Danny Ferry,"$3,543,000.00 ",1993,CLE
Danny Ferry,"$4,042,000.00 ",1994,CLE
Danny Ferry,"$4,643,000.00 ",1995,CLE
Danny Ferry,"$4,643,000.00 ",1996,CLE
Danny Ferry,"$4,000,000.00 ",1997,CLE
Danny Ferry,"$4,000,000.00 ",1998,CLE
Danny Ferry,"$4,000,000.00 ",1999,CLE
Danny Ferry,"$1,000,000.00 ",2001,SAS
Danny Ferry,"$4,546,000.00 ",2002,SAS
Danny Fortson,"$1,291,440.00 ",1997,DEN
Danny Fortson,"$1,485,000.00 ",1998,DEN
Danny Fortson,"$1,678,800.00 ",1999,BOS
Danny Fortson,"$3,950,000.00 ",2000,GSW
Danny Fortson,"$4,649,534.00 ",2001,GSW
Danny Fortson,"$5,039,068.00 ",2002,GSW
Danny Fortson,"$5,818,136.00 ",2004,OKC
Danny Fortson,"$6,207,670.00 ",2005,OKC
Danny Fortson,"$6,596,990.00 ",2006,OKC
Danny Granger,"$1,318,920.00 ",2005,IND
Danny Granger,"$1,516,800.00 ",2007,IND
Danny Granger,"$2,329,805.00 ",2008,IND
Danny Granger,"$9,930,500.00 ",2009,IND
Danny Granger,"$10,973,202.00 ",2010,IND
Danny Granger,"$12,015,904.00 ",2011,IND
Danny Granger,"$13,058,606.00 ",2012,IND
Danny Granger,"$14,021,788.00 ",2013,PHI
Danny Granger,"$2,077,000.00 ",2014,PHO
Danny Granger,"$2,170,465.00 ",2015,DET
Danny Green,"$457,588.00 ",2009,CLE
Danny Green,"$94,154.00 ",2010,SAS
Danny Green,"$854,389.00 ",2011,SAS
Danny Green,"$3,500,000.00 ",2012,SAS
Danny Green,"$3,762,500.00 ",2013,SAS
Danny Green,"$4,025,000.00 ",2014,SAS
Danny Green,"$10,000,000.00 ",2015,SAS
Danny Green,"$10,000,000.00 ",2016,SAS
Danny Green,"$10,000,000.00 ",2017,SAS
Danny Manning,"$2,200,000.00 ",1990,LAC
Danny Manning,"$2,300,000.00 ",1991,LAC
Danny Manning,"$2,600,000.00 ",1992,LAC
Danny Manning,"$3,250,000.00 ",1993,LAC
Danny Manning,"$1,000,000.00 ",1994,PHO
Danny Manning,"$6,833,000.00 ",1995,PHO
Danny Manning,"$6,833,000.00 ",1996,PHO
Danny Manning,"$6,833,333.00 ",1997,PHO
Danny Manning,"$6,833,000.00 ",1998,PHO
Danny Manning,"$6,833,333.00 ",1999,MIL
Danny Manning,"$6,830,000.00 ",2000,MIL
Danny Manning,"$1,200,000.00 ",2000,UTA
Danny Manning,"$1,500,000.00 ",2001,DAL
Danny Manning,"$900,000.00 ",2002,DAL
Danny Schayes,"$1,500,000.00 ",1990,MIL
Danny Schayes,"$1,600,000.00 ",1991,MIL
Danny Schayes,"$1,600,000.00 ",1992,MIL
Danny Schayes,"$1,750,000.00 ",1993,MIL
Danny Schayes,"$672,000.00 ",1994,PHO
Danny Schayes,"$575,000.00 ",1996,ORL
Danny Schayes,"$690,000.00 ",1997,ORL
Danny Schayes,"$1,000,000.00 ",1998,ORL
Danny Schayes,"$211,765.00 ",1999,MIN
Danny Young,"$450,000.00 ",1990,POR
Danny Young,"$550,000.00 ",1991,POR
Danny Young,"$150,000.00 ",1994,MIL
Dante Cunningham,"$457,588.00 ",2009,POR
Dante Cunningham,"$2,000,000.00 ",2011,MEM
Dante Cunningham,"$2,090,000.00 ",2012,MIN
Dante Cunningham,"$2,180,000.00 ",2013,MIN
Dante Cunningham,"$831,942.00 ",2014,NOH
Dante Cunningham,"$3,000,000.00 ",2015,NOH
Dante Cunningham,"$2,978,250.00 ",2016,NOH
Dante Cunningham,"$2,300,000.00 ",2017,NOH
Dante Exum,"$3,615,000.00 ",2014,UTA
Dante Exum,"$3,777,720.00 ",2015,UTA
Dante Exum,"$3,940,320.00 ",2016,UTA
Dante Exum,"$4,992,385.00 ",2017,UTA
Danuel House,"$543,471.00 ",2016,WAS
Darington Hobson,"$103,078.00 ",2010,MIL
Darington Hobson,"$245,884.00 ",2011,MIL
Dario Saric,"$2,318,280.00 ",2016,PHI
Dario Saric,"$2,422,560.00 ",2017,PHI
Darion Atkins,"$75,000.00 ",2015,NYK
Darius Johnson-Odom,"$192,228.00 ",2012,LAL
Darius Miles,"$2,841,720.00 ",2000,LAC
Darius Miles,"$3,054,840.00 ",2001,LAC
Darius Miles,"$3,267,960.00 ",2002,CLE
Darius Miles,"$4,130,701.00 ",2003,CLE
Darius Miles,"$6,750,000.00 ",2004,POR
Darius Miles,"$7,250,000.00 ",2005,POR
Darius Miles,"$7,750,000.00 ",2006,POR
Darius Miles,"$8,250,000.00 ",2007,POR
Darius Miles,"$9,000,000.00 ",2008,POR
Darius Miles,"$704,752.00 ",2008,MEM
Darius Miles,"$9,000,000.00 ",2009,POR
Darius Miller,"$473,604.00 ",2012,NOH
Darius Miller,"$788,872.00 ",2013,NOH
Darius Miller,"$400,000.00 ",2014,NOH
Darius Miller,"$2,100,000.00 ",2017,NOH
Darius Morris,"$473,604.00 ",2011,LAL
Darius Morris,"$962,195.00 ",2012,LAL
Darius Morris,"$1,046,269.00 ",2013,PHI
Darius Morris,"$702,756.00 ",2014,NJN
Darius Songaila,"$366,931.00 ",2003,SAC
Darius Songaila,"$1,600,000.00 ",2004,SAC
Darius Songaila,"$2,200,000.00 ",2005,CHI
Darius Songaila,"$3,650,000.00 ",2006,WAS
Darius Songaila,"$3,942,000.00 ",2007,WAS
Darius Songaila,"$4,235,000.00 ",2008,WAS
Darius Songaila,"$4,526,000.00 ",2009,NOH
Darius Songaila,"$4,818,000.00 ",2010,PHI
Darius Washington,"$154,847.00 ",2007,SAS
Darko Milicic,"$3,595,800.00 ",2003,DET
Darko Milicic,"$3,865,440.00 ",2004,DET
Darko Milicic,"$4,135,200.00 ",2005,DET
Darko Milicic,"$5,218,622.00 ",2006,ORL
Darko Milicic,"$6,500,000.00 ",2007,MEM
Darko Milicic,"$7,020,000.00 ",2008,MEM
Darko Milicic,"$7,500,000.00 ",2009,MIN
Darko Milicic,"$4,325,000.00 ",2010,MIN
Darko Milicic,"$4,776,500.00 ",2011,MIN
Darko Milicic,"$5,228,000.00 ",2012,MIN
Darnell Jackson,"$450,000.00 ",2008,CLE
Darnell Jackson,"$736,420.00 ",2009,CLE
Darnell Jackson,"$854,389.00 ",2010,SAC
Darnell Mee,"$150,000.00 ",1993,DEN
Darnell Mee,"$250,000.00 ",1994,DEN
Darnell Valentine,"$100,000.00 ",1990,CLE
Darnell Valentine,"$130,000.00 ",1991,CLE
Darrell Armstrong,"$350,000.00 ",1995,ORL
Darrell Armstrong,"$410,000.00 ",1996,ORL
Darrell Armstrong,"$350,000.00 ",1997,ORL
Darrell Armstrong,"$2,900,000.00 ",1998,ORL
Darrell Armstrong,"$3,100,000.00 ",2000,ORL
Darrell Armstrong,"$4,005,000.00 ",2001,ORL
Darrell Armstrong,"$4,010,000.00 ",2002,ORL
Darrell Armstrong,"$2,475,000.00 ",2003,NOH
Darrell Armstrong,"$2,275,000.00 ",2004,DAL
Darrell Armstrong,"$1,138,500.00 ",2005,DAL
Darrell Armstrong,"$1,219,590.00 ",2007,NJN
Darrell Arthur,"$977,160.00 ",2008,MEM
